po_id,supplier_id,component,po_date,promised_date,actual_date,quantity,unit_cost,po_value
PO001653,S0026,Motor Controller,2025-09-07,2025-10-31,2025-11-04,3341,252.25,842767.25
PO001654,S0058,Motor Controller,2025-08-15,2025-09-15,2025-09-22,4658,299.8,1396468.4
PO001655,S0052,Tire,2025-08-28,2025-10-23,2025-10-23,4937,182.04,898731.48
PO001656,S0003,Aluminum,2025-09-06,2025-11-19,2025-11-23,5562,432.11,2403395.82
PO001657,S0097,Infotainment Unit,2025-11-16,2025-12-15,2025-12-27,2116,598.5,1266426.0
PO001658,S0090,Tire,2025-05-03,2025-07-26,2025-07-26,1709,192.36,328743.24
PO001659,S0061,Wiring Harness,2025-11-19,2026-02-03,2026-02-03,2261,314.51,711107.11
PO001660,S0008,Infotainment Unit,2025-10-21,2025-11-15,2025-11-15,5036,185.86,935990.96
PO001661,S0021,Wiring Harness,2025-03-18,2025-04-03,2025-04-07,7742,339.16,2625776.72
PO001662,S0074,Steel,2025-11-02,2025-12-22,2025-12-22,4773,312.3,1490607.9
PO001663,S0092,Aluminum,2025-09-11,2025-11-16,2025-11-24,7792,265.61,2069633.12
PO001664,S0017,Infotainment Unit,2025-06-10,2025-08-09,2025-08-11,7030,253.52,1782245.6
PO001665,S0099,Wiring Harness,2025-03-20,2025-04-15,2025-04-18,8230,71.38,587457.4
PO001666,S0027,Wiring Harness,2025-04-21,2025-05-01,2025-05-06,4560,570.71,2602437.6
PO001667,S0056,Tire,2025-10-11,2025-11-29,2025-12-03,2238,468.29,1048033.02
PO001668,S0032,Motor Controller,2025-06-05,2025-07-30,2025-07-30,5193,350.13,1818225.09
PO001669,S0100,Sensor,2025-03-18,2025-03-31,2025-04-09,3386,271.2,918283.2
PO001670,S0076,Motor Controller,2025-10-28,2025-12-23,2025-12-31,3349,223.79,749472.71
PO001671,S0049,Steel,2025-03-07,2025-05-17,2025-05-17,4147,504.74,2093156.78
PO001672,S0037,Infotainment Unit,2025-04-07,2025-05-22,2025-05-26,1902,556.18,1057854.36
PO001673,S0050,Motor Controller,2025-04-22,2025-06-21,2025-07-04,7545,10.62,80127.9
PO001674,S0071,Infotainment Unit,2025-03-21,2025-03-31,2025-04-03,4505,357.77,1611753.85
PO001675,S0005,Semiconductor,2025-01-06,2025-02-24,2025-03-06,7987,20.93,167167.91
PO001676,S0067,Sensor,2025-11-09,2026-01-24,2026-01-25,7924,74.34,589070.16
PO001677,S0023,Aluminum,2025-01-15,2025-03-28,2025-03-29,4765,72.46,345271.9
PO001678,S0057,Motor Controller,2025-05-05,2025-05-13,2025-05-13,3926,335.02,1315288.52
PO001679,S0033,Battery Cell,2025-09-16,2025-12-02,2025-12-02,706,499.28,352491.68
PO001680,S0033,Battery Cell,2025-02-24,2025-05-12,2025-05-12,2513,145.95,366772.35
PO001681,S0026,Motor Controller,2025-04-23,2025-06-16,2025-06-23,6850,427.9,2931115.0
PO001682,S0008,Infotainment Unit,2025-06-13,2025-07-08,2025-07-13,562,580.03,325976.86
PO001683,S0088,Motor Controller,2025-09-21,2025-11-14,2025-11-14,1811,140.93,255224.23
PO001684,S0076,Motor Controller,2025-07-11,2025-09-05,2025-09-10,2104,73.8,155275.2
PO001685,S0082,Aluminum,2025-05-12,2025-07-20,2025-07-23,6063,528.8,3206114.4
PO001686,S0056,Tire,2025-03-20,2025-05-08,2025-05-14,7232,599.44,4335150.08
PO001687,S0026,Motor Controller,2025-04-18,2025-06-11,2025-06-14,4924,47.54,234086.96
PO001688,S0058,Motor Controller,2025-11-23,2025-12-24,2025-12-29,3288,421.14,1384708.32
PO001689,S0074,Steel,2025-11-14,2026-01-03,2026-01-09,1062,113.47,120505.14
PO001690,S0003,Aluminum,2025-05-18,2025-07-31,2025-08-03,8058,232.8,1875902.4
PO001691,S0099,Wiring Harness,2025-01-20,2025-02-15,2025-02-20,7462,401.05,2992635.1
PO001692,S0072,Tire,2025-12-23,2026-01-02,2026-01-11,1975,198.64,392314.0
PO001693,S0095,Wiring Harness,2025-02-04,2025-03-17,2025-03-17,7269,279.06,2028487.14
PO001694,S0075,Aluminum,2025-05-05,2025-07-13,2025-07-22,76,5.49,417.24
PO001695,S0095,Wiring Harness,2025-05-14,2025-06-24,2025-07-01,8584,581.73,4993570.32
PO001696,S0044,Motor Controller,2025-12-26,2026-02-11,2026-02-14,4950,7.51,37174.5
PO001697,S0047,Sensor,2025-12-25,2026-02-05,2026-02-06,4808,279.62,1344412.96
PO001698,S0020,Steel,2025-06-22,2025-08-30,2025-08-30,4228,378.88,1601904.64
PO001699,S0049,Steel,2025-04-03,2025-06-13,2025-06-17,1125,248.26,279292.5
PO001700,S0065,Sensor,2025-06-01,2025-07-20,2025-07-28,4471,581.11,2598142.81
PO001701,S0044,Motor Controller,2025-11-17,2026-01-03,2026-01-12,4075,353.95,1442346.25
PO001702,S0060,Steel,2025-11-10,2026-01-01,2026-01-03,8438,597.94,5045417.72
PO001703,S0012,Steel,2025-07-20,2025-07-30,2025-07-31,7829,42.64,333828.56
PO001704,S0089,Motor Controller,2025-07-16,2025-09-04,2025-09-04,7919,253.1,2004298.9
PO001705,S0036,Steel,2025-11-10,2025-12-13,2025-12-19,8360,347.47,2904849.2
PO001706,S0022,Battery Cell,2025-02-28,2025-03-12,2025-03-16,6173,570.65,3522622.45
PO001707,S0037,Infotainment Unit,2025-07-14,2025-08-28,2025-08-31,4757,538.46,2561454.22
PO001708,S0047,Sensor,2025-02-02,2025-03-16,2025-03-22,4577,485.05,2220073.85
PO001709,S0078,Semiconductor,2025-05-28,2025-06-13,2025-06-21,2057,461.87,950066.59
PO001710,S0086,Semiconductor,2025-12-03,2026-02-12,2026-02-22,3181,499.99,1590468.19
PO001711,S0037,Infotainment Unit,2025-04-14,2025-05-29,2025-05-29,3598,502.76,1808930.48
PO001712,S0027,Wiring Harness,2025-01-15,2025-01-25,2025-02-01,8101,274.43,2223157.43
PO001713,S0038,Brake Assembly,2025-06-10,2025-07-04,2025-07-06,8186,540.44,4424041.84
PO001714,S0090,Tire,2025-04-14,2025-07-07,2025-07-07,4696,126.43,593715.28
PO001715,S0093,Aluminum,2025-12-04,2026-01-23,2026-01-29,8419,386.09,3250491.71
PO001716,S0011,Sensor,2025-02-16,2025-03-22,2025-03-22,5821,363.18,2114070.78
PO001717,S0043,Infotainment Unit,2025-07-17,2025-09-20,2025-09-20,3629,456.29,1655876.41
PO001718,S0012,Steel,2025-12-04,2025-12-14,2025-12-16,4505,578.18,2604700.9
PO001719,S0090,Tire,2025-08-01,2025-10-24,2025-10-27,1205,163.66,197210.3
PO001720,S0012,Steel,2025-07-01,2025-07-11,2025-07-20,6596,179.03,1180881.88
PO001721,S0025,Semiconductor,2025-01-31,2025-03-29,2025-04-04,6428,236.3,1518936.4
PO001722,S0036,Steel,2025-03-24,2025-04-26,2025-04-30,8042,367.86,2958330.12
PO001723,S0010,Tire,2025-01-27,2025-03-17,2025-03-19,4099,22.05,90382.95
PO001724,S0045,Wiring Harness,2025-09-05,2025-11-16,2025-11-21,2136,328.74,702188.64
PO001725,S0009,Tire,2025-12-24,2026-02-10,2026-02-19,3724,375.46,1398213.04
PO001726,S0073,Motor Controller,2025-02-03,2025-04-03,2025-04-09,1801,470.15,846740.15
PO001727,S0030,Infotainment Unit,2025-10-30,2025-11-24,2025-12-01,7446,93.55,696573.3
PO001728,S0005,Semiconductor,2025-06-20,2025-08-08,2025-08-12,1918,317.51,608984.18
PO001729,S0004,Steel,2025-01-02,2025-01-11,2025-01-12,1075,145.68,156606.0
PO001730,S0100,Sensor,2025-11-03,2025-11-16,2025-11-23,4088,569.39,2327666.32
PO001731,S0071,Infotainment Unit,2025-03-31,2025-04-10,2025-04-13,2897,21.42,62053.74
PO001732,S0002,Tire,2025-11-29,2025-12-11,2025-12-13,4108,27.53,113093.24
PO001733,S0027,Wiring Harness,2025-10-15,2025-10-25,2025-11-01,2412,499.35,1204432.2
PO001734,S0085,Wiring Harness,2025-05-21,2025-08-07,2025-08-17,2479,464.18,1150702.22
PO001735,S0030,Infotainment Unit,2025-02-02,2025-02-27,2025-02-27,7054,580.76,4096681.04
PO001736,S0031,Battery Cell,2025-10-17,2025-12-08,2025-12-11,3654,405.95,1483341.3
PO001737,S0003,Aluminum,2025-07-06,2025-09-18,2025-09-26,5317,230.82,1227269.94
PO001738,S0068,Infotainment Unit,2025-12-26,2026-02-20,2026-02-22,6014,124.69,749885.66
PO001739,S0073,Motor Controller,2025-04-03,2025-06-01,2025-06-04,2575,95.25,245268.75
PO001740,S0100,Sensor,2025-02-20,2025-03-05,2025-03-10,2491,359.75,896137.25
PO001741,S0030,Infotainment Unit,2025-02-24,2025-03-21,2025-03-21,8008,79.76,638718.08
PO001742,S0070,Infotainment Unit,2025-07-12,2025-08-17,2025-08-17,4717,102.83,485049.11
PO001743,S0087,Brake Assembly,2025-02-27,2025-05-06,2025-05-08,561,344.15,193068.15
PO001744,S0040,Motor Controller,2025-09-27,2025-10-04,2025-10-04,6140,500.96,3075894.4
PO001745,S0066,Wiring Harness,2025-03-12,2025-04-03,2025-04-07,3922,407.25,1597234.5
PO001746,S0053,Wiring Harness,2025-09-17,2025-12-07,2025-12-12,7371,411.13,3030439.23
PO001747,S0074,Steel,2025-02-23,2025-04-14,2025-04-14,238,292.47,69607.86
PO001748,S0054,Tire,2025-10-12,2025-10-19,2025-10-19,3439,134.72,463302.08
PO001749,S0016,Wiring Harness,2025-12-28,2026-02-04,2026-02-09,1012,449.34,454732.08
PO001750,S0044,Motor Controller,2025-03-23,2025-05-09,2025-05-09,2215,56.56,125280.4
PO001751,S0065,Sensor,2025-09-01,2025-10-20,2025-10-26,7903,389.59,3078929.77
PO001752,S0015,Motor Controller,2025-07-14,2025-08-29,2025-08-29,6628,360.76,2391117.28
PO001753,S0044,Motor Controller,2025-06-20,2025-08-06,2025-08-06,6402,554.61,3550613.22
PO001754,S0097,Infotainment Unit,2025-05-29,2025-06-27,2025-07-10,5591,454.32,2540103.12
PO001755,S0046,Wiring Harness,2025-06-22,2025-07-04,2025-07-11,6778,214.79,1455846.62
PO001756,S0014,Brake Assembly,2025-07-03,2025-09-02,2025-09-10,7667,54.2,415551.4
PO001757,S0019,Sensor,2025-03-31,2025-04-13,2025-04-13,4384,541.86,2375514.24
PO001758,S0079,Brake Assembly,2025-12-03,2026-01-21,2026-01-23,4864,210.78,1025233.92
PO001759,S0068,Infotainment Unit,2025-12-27,2026-02-21,2026-03-04,79,347.86,27480.94
PO001760,S0065,Sensor,2025-10-04,2025-11-22,2025-12-02,8135,115.49,939511.15
PO001761,S0070,Infotainment Unit,2025-06-04,2025-07-10,2025-07-10,139,168.51,23422.89
PO001762,S0014,Brake Assembly,2025-02-20,2025-04-22,2025-05-02,6302,309.32,1949334.64
PO001763,S0067,Sensor,2025-10-03,2025-12-18,2025-12-20,7438,268.79,1999260.02
PO001764,S0088,Motor Controller,2025-12-04,2026-01-27,2026-02-02,5013,187.67,940789.71
PO001765,S0078,Semiconductor,2025-01-08,2025-01-24,2025-02-02,603,264.55,159523.65
PO001766,S0088,Motor Controller,2025-03-19,2025-05-12,2025-05-14,7850,296.59,2328231.5
PO001767,S0077,Infotainment Unit,2025-03-21,2025-05-09,2025-05-09,2603,585.81,1524863.43
PO001768,S0048,Aluminum,2025-06-26,2025-09-07,2025-09-07,668,507.53,339030.04
PO001769,S0005,Semiconductor,2025-01-06,2025-02-24,2025-03-04,1426,461.56,658184.56
PO001770,S0017,Infotainment Unit,2025-07-09,2025-09-07,2025-09-07,8129,377.49,3068616.21
PO001771,S0055,Battery Cell,2025-03-01,2025-03-09,2025-03-11,6499,275.89,1793009.11
PO001772,S0001,Brake Assembly,2025-06-01,2025-08-02,2025-08-02,3244,337.0,1093228.0
PO001773,S0095,Wiring Harness,2025-10-02,2025-11-12,2025-11-22,3601,536.36,1931432.36
PO001774,S0055,Battery Cell,2025-10-21,2025-10-29,2025-10-29,6882,303.4,2087998.8
PO001775,S0061,Wiring Harness,2025-05-23,2025-08-07,2025-08-16,6926,227.52,1575803.52
PO001776,S0047,Sensor,2025-01-29,2025-03-12,2025-03-12,3259,354.31,1154696.29
PO001777,S0035,Steel,2025-12-11,2026-02-16,2026-02-19,5483,57.17,313463.11
PO001778,S0072,Tire,2025-10-24,2025-11-03,2025-11-08,2626,129.47,339988.22
PO001779,S0006,Motor Controller,2025-05-18,2025-06-27,2025-06-29,455,118.13,53749.15
PO001780,S0012,Steel,2025-01-11,2025-01-21,2025-01-24,4087,447.14,1827461.18
PO001781,S0013,Brake Assembly,2025-02-10,2025-04-29,2025-05-05,3072,364.04,1118330.88
PO001782,S0038,Brake Assembly,2025-06-14,2025-07-08,2025-07-13,5076,276.23,1402143.48
PO001783,S0058,Motor Controller,2025-02-10,2025-03-13,2025-03-18,8116,83.54,678010.64
PO001784,S0061,Wiring Harness,2025-06-09,2025-08-24,2025-08-28,8331,33.01,275006.31
PO001785,S0040,Motor Controller,2025-06-05,2025-06-12,2025-06-12,1053,150.31,158276.43
PO001786,S0005,Semiconductor,2025-06-29,2025-08-17,2025-08-25,166,20.03,3324.98
PO001787,S0036,Steel,2025-03-15,2025-04-17,2025-04-22,7764,31.87,247438.68
PO001788,S0048,Aluminum,2025-12-04,2026-02-15,2026-02-15,8317,153.68,1278156.56
PO001789,S0082,Aluminum,2025-09-25,2025-12-03,2025-12-07,2630,224.9,591487.0
PO001790,S0033,Battery Cell,2025-04-21,2025-07-07,2025-07-07,958,73.51,70422.58
PO001791,S0100,Sensor,2025-09-23,2025-10-06,2025-10-15,8200,33.81,277242.0
PO001792,S0072,Tire,2025-10-23,2025-11-02,2025-11-08,204,334.06,68148.24
PO001793,S0032,Motor Controller,2025-11-20,2026-01-14,2026-01-16,6254,47.2,295188.8
PO001794,S0076,Motor Controller,2025-07-06,2025-08-31,2025-09-05,7159,184.32,1319546.88
PO001795,S0010,Tire,2025-08-01,2025-09-19,2025-09-20,7433,124.68,926746.44
PO001796,S0045,Wiring Harness,2025-01-17,2025-03-30,2025-03-30,916,35.56,32572.96
PO001797,S0083,Brake Assembly,2025-07-25,2025-09-30,2025-09-30,8727,281.91,2460228.57
PO001798,S0006,Motor Controller,2025-03-18,2025-04-27,2025-04-28,3471,251.74,873789.54
PO001799,S0014,Brake Assembly,2025-03-25,2025-05-25,2025-05-25,6329,233.8,1479720.2
PO001800,S0023,Aluminum,2025-06-05,2025-08-16,2025-08-16,3285,246.91,811099.35
PO001801,S0066,Wiring Harness,2025-09-09,2025-10-01,2025-10-03,4386,529.61,2322869.46
PO001802,S0081,Wiring Harness,2025-09-14,2025-11-30,2025-12-05,3870,213.97,828063.9
PO001803,S0057,Motor Controller,2025-01-14,2025-01-22,2025-01-27,2418,250.36,605370.48
PO001804,S0079,Brake Assembly,2025-07-18,2025-09-05,2025-09-10,700,478.43,334901.0
PO001805,S0032,Motor Controller,2025-11-28,2026-01-22,2026-01-24,2813,137.54,386900.02
PO001806,S0057,Motor Controller,2025-12-16,2025-12-24,2025-12-31,6613,580.81,3840896.53
PO001807,S0020,Steel,2025-05-13,2025-07-21,2025-07-21,4162,297.61,1238652.82
PO001808,S0096,Tire,2025-05-13,2025-06-12,2025-06-12,1128,232.03,261729.84
PO001809,S0036,Steel,2025-01-26,2025-02-28,2025-03-05,3707,212.76,788701.32
PO001810,S0050,Motor Controller,2025-06-21,2025-08-20,2025-08-23,8470,95.27,806936.9
PO001811,S0044,Motor Controller,2025-08-14,2025-09-30,2025-09-30,457,437.68,200019.76
PO001812,S0064,Steel,2025-12-16,2026-02-25,2026-03-03,3905,398.77,1557196.85
PO001813,S0072,Tire,2025-01-29,2025-02-08,2025-02-17,4579,527.8,2416796.2
PO001814,S0042,Sensor,2025-04-05,2025-04-27,2025-04-27,7875,214.69,1690683.75
PO001815,S0034,Semiconductor,2025-11-30,2026-01-11,2026-01-17,3829,584.75,2239007.75
PO001816,S0082,Aluminum,2025-06-28,2025-09-05,2025-09-12,4900,323.89,1587061.0
PO001817,S0021,Wiring Harness,2025-01-21,2025-02-06,2025-02-17,5441,554.84,3018884.44
PO001818,S0032,Motor Controller,2025-10-05,2025-11-29,2025-12-05,1969,445.49,877169.81
PO001819,S0059,Battery Cell,2025-08-04,2025-09-22,2025-09-30,4958,467.97,2320195.26
PO001820,S0096,Tire,2025-03-27,2025-04-26,2025-04-29,1235,323.74,399818.9
PO001821,S0066,Wiring Harness,2025-07-07,2025-07-29,2025-08-04,6527,494.27,3226100.29
PO001822,S0040,Motor Controller,2025-04-10,2025-04-17,2025-04-18,458,298.82,136859.56
PO001823,S0006,Motor Controller,2025-06-07,2025-07-17,2025-07-26,7198,232.4,1672815.2
PO001824,S0075,Aluminum,2025-07-16,2025-09-23,2025-09-23,2536,45.12,114424.32
PO001825,S0040,Motor Controller,2025-10-10,2025-10-17,2025-10-20,6656,250.98,1670522.88
PO001826,S0095,Wiring Harness,2025-05-26,2025-07-06,2025-07-13,1922,459.94,884004.68
PO001827,S0076,Motor Controller,2025-05-09,2025-07-04,2025-07-06,4276,445.25,1903889.0
PO001828,S0065,Sensor,2025-07-13,2025-08-31,2025-09-08,105,418.18,43908.9
PO001829,S0025,Semiconductor,2025-08-10,2025-10-06,2025-10-15,6904,31.86,219961.44
PO001830,S0051,Tire,2025-02-16,2025-03-29,2025-03-29,839,290.29,243553.31
PO001831,S0061,Wiring Harness,2025-10-18,2026-01-02,2026-01-05,4944,594.49,2939158.56
PO001832,S0018,Battery Cell,2025-07-01,2025-08-23,2025-08-30,1621,145.13,235255.73
PO001833,S0043,Infotainment Unit,2025-04-05,2025-06-09,2025-06-09,5303,326.65,1732224.95
PO001834,S0085,Wiring Harness,2025-06-03,2025-08-20,2025-08-28,4944,30.16,149111.04
PO001835,S0062,Steel,2025-12-23,2026-03-11,2026-03-11,1917,272.67,522708.39
PO001836,S0063,Motor Controller,2025-01-11,2025-03-24,2025-04-05,1655,272.85,451566.75
PO001837,S0088,Motor Controller,2025-02-07,2025-04-02,2025-04-05,4767,155.86,742984.62
PO001838,S0069,Tire,2025-07-08,2025-07-15,2025-07-23,8746,285.47,2496720.62
PO001839,S0024,Sensor,2025-03-27,2025-06-18,2025-06-26,6887,286.36,1972161.32
PO001840,S0083,Brake Assembly,2025-12-17,2026-02-22,2026-03-01,3557,11.53,41012.21
PO001841,S0038,Brake Assembly,2025-11-14,2025-12-08,2025-12-08,6997,137.02,958728.94
PO001842,S0023,Aluminum,2025-12-24,2026-03-06,2026-03-06,2281,184.92,421802.52
PO001843,S0002,Tire,2025-10-04,2025-10-16,2025-10-21,6097,49.43,301374.71
PO001844,S0035,Steel,2025-02-27,2025-05-05,2025-05-12,2345,466.46,1093848.7
PO001845,S0079,Brake Assembly,2025-03-24,2025-05-12,2025-05-19,3518,261.76,920871.68
PO001846,S0028,Sensor,2025-08-09,2025-10-07,2025-10-11,2716,157.76,428476.16
PO001847,S0094,Battery Cell,2025-09-05,2025-11-27,2025-12-03,7849,514.49,4038232.01
PO001848,S0013,Brake Assembly,2025-04-28,2025-07-15,2025-07-19,2627,233.22,612668.94
PO001849,S0021,Wiring Harness,2025-05-09,2025-05-25,2025-05-30,2786,519.12,1446268.32
PO001850,S0084,Motor Controller,2025-10-10,2025-11-01,2025-11-08,2298,125.32,287985.36
PO001851,S0003,Aluminum,2025-12-31,2026-03-15,2026-03-16,7482,575.1,4302898.2
PO001852,S0055,Battery Cell,2025-08-31,2025-09-08,2025-09-12,5058,78.89,399025.62
PO001853,S0065,Sensor,2025-06-27,2025-08-15,2025-08-15,8688,410.1,3562948.8
PO001854,S0084,Motor Controller,2025-06-05,2025-06-27,2025-07-01,4043,106.71,431428.53
PO001855,S0045,Wiring Harness,2025-03-04,2025-05-15,2025-05-22,444,102.5,45510.0
PO001856,S0013,Brake Assembly,2025-09-08,2025-11-25,2025-11-29,5158,408.83,2108745.14
PO001857,S0090,Tire,2025-09-07,2025-11-30,2025-11-30,7800,220.37,1718886.0
PO001858,S0026,Motor Controller,2025-02-18,2025-04-13,2025-04-13,1800,452.39,814302.0
PO001859,S0047,Sensor,2025-08-01,2025-09-12,2025-09-16,7561,319.67,2417024.87
PO001860,S0013,Brake Assembly,2025-07-02,2025-09-18,2025-09-18,7345,235.65,1730849.25
PO001861,S0069,Tire,2025-02-18,2025-02-25,2025-03-02,663,379.2,251409.6
PO001862,S0067,Sensor,2025-09-02,2025-11-17,2025-11-17,2974,537.03,1597127.22
PO001863,S0010,Tire,2025-06-02,2025-07-21,2025-07-30,8012,508.0,4070096.0
PO001864,S0018,Battery Cell,2025-09-20,2025-11-12,2025-11-21,5123,284.07,1455290.61
PO001865,S0093,Aluminum,2025-07-26,2025-09-14,2025-09-14,958,599.83,574637.14
PO001866,S0027,Wiring Harness,2025-07-26,2025-08-05,2025-08-05,8226,270.11,2221924.86
PO001867,S0031,Battery Cell,2025-11-16,2026-01-07,2026-01-11,5430,432.84,2350321.2
PO001868,S0091,Battery Cell,2025-02-16,2025-03-01,2025-03-09,5135,185.73,953723.55
PO001869,S0048,Aluminum,2025-06-24,2025-09-05,2025-09-09,4404,567.76,2500415.04
PO001870,S0011,Sensor,2025-09-29,2025-11-02,2025-11-02,125,441.6,55200.0
PO001871,S0011,Sensor,2025-03-23,2025-04-26,2025-04-29,6631,236.2,1566242.2
PO001872,S0071,Infotainment Unit,2025-03-30,2025-04-09,2025-04-11,7045,145.85,1027513.25
PO001873,S0037,Infotainment Unit,2025-02-03,2025-03-20,2025-03-29,2220,309.3,686646.0
PO001874,S0042,Sensor,2025-05-17,2025-06-08,2025-06-08,2467,263.28,649511.76
PO001875,S0002,Tire,2025-04-01,2025-04-13,2025-04-14,2683,182.23,488923.09
PO001876,S0057,Motor Controller,2025-07-29,2025-08-06,2025-08-15,5165,464.14,2397283.1
PO001877,S0028,Sensor,2025-04-20,2025-06-18,2025-06-21,1026,502.18,515236.68
PO001878,S0085,Wiring Harness,2025-01-08,2025-03-27,2025-04-04,1477,413.31,610458.87
PO001879,S0032,Motor Controller,2025-10-19,2025-12-13,2025-12-19,7896,59.62,470759.52
PO001880,S0071,Infotainment Unit,2025-09-25,2025-10-05,2025-10-05,3162,428.38,1354537.56
PO001881,S0040,Motor Controller,2025-09-19,2025-09-26,2025-09-29,7272,549.84,3998436.48
PO001882,S0046,Wiring Harness,2025-11-14,2025-11-26,2025-11-26,3975,142.66,567073.5
PO001883,S0072,Tire,2025-04-09,2025-04-19,2025-04-21,256,598.13,153121.28
PO001884,S0098,Brake Assembly,2025-04-06,2025-05-09,2025-05-14,1529,274.93,420367.97
PO001885,S0021,Wiring Harness,2025-09-17,2025-10-03,2025-10-09,421,539.97,227327.37
PO001886,S0026,Motor Controller,2025-05-11,2025-07-04,2025-07-11,4256,403.49,1717253.44
PO001887,S0071,Infotainment Unit,2025-10-31,2025-11-10,2025-11-13,7897,333.22,2631438.34
PO001888,S0055,Battery Cell,2025-02-02,2025-02-10,2025-02-17,3768,440.28,1658975.04
PO001889,S0030,Infotainment Unit,2025-10-26,2025-11-20,2025-11-20,8539,269.82,2303992.98
PO001890,S0034,Semiconductor,2025-02-19,2025-04-02,2025-04-02,8683,535.35,4648444.05
PO001891,S0049,Steel,2025-09-03,2025-11-13,2025-11-16,1364,29.51,40251.64
PO001892,S0053,Wiring Harness,2025-10-02,2025-12-22,2025-12-30,2140,199.63,427208.2
PO001893,S0038,Brake Assembly,2025-05-26,2025-06-19,2025-06-27,2921,417.62,1219868.02
PO001894,S0055,Battery Cell,2025-04-04,2025-04-12,2025-04-15,3543,580.95,2058305.85
PO001895,S0014,Brake Assembly,2025-08-29,2025-10-29,2025-11-03,1205,192.93,232480.65
PO001896,S0047,Sensor,2025-09-08,2025-10-20,2025-10-29,7132,320.03,2282453.96
PO001897,S0100,Sensor,2025-07-05,2025-07-18,2025-07-18,6984,412.86,2883414.24
PO001898,S0044,Motor Controller,2025-11-14,2025-12-31,2025-12-31,1081,580.83,627877.23
PO001899,S0042,Sensor,2025-03-21,2025-04-12,2025-04-13,8018,307.51,2465615.18
PO001900,S0066,Wiring Harness,2025-04-25,2025-05-17,2025-05-22,5387,539.57,2906663.59
PO001901,S0093,Aluminum,2025-09-01,2025-10-21,2025-10-21,365,310.24,113237.6
PO001902,S0050,Motor Controller,2025-12-26,2026-02-24,2026-02-27,6304,44.27,279078.08
PO001903,S0043,Infotainment Unit,2025-06-09,2025-08-13,2025-08-16,3901,143.49,559754.49
PO001904,S0078,Semiconductor,2025-06-24,2025-07-10,2025-07-16,4676,366.69,1714642.44
PO001905,S0088,Motor Controller,2025-07-14,2025-09-06,2025-09-06,1967,574.02,1129097.34
PO001906,S0069,Tire,2025-12-13,2025-12-20,2025-12-31,3058,334.8,1023818.4
PO001907,S0071,Infotainment Unit,2025-08-03,2025-08-13,2025-08-17,2471,87.25,215594.75
PO001908,S0043,Infotainment Unit,2025-01-17,2025-03-23,2025-04-03,3637,5.42,19712.54
PO001909,S0029,Infotainment Unit,2025-12-05,2026-01-18,2026-01-24,7839,7.04,55186.56
PO001910,S0017,Infotainment Unit,2025-01-03,2025-03-04,2025-03-06,1633,62.54,102127.82
PO001911,S0072,Tire,2025-04-21,2025-05-01,2025-05-02,6688,598.87,4005242.56
PO001912,S0001,Brake Assembly,2025-09-07,2025-11-08,2025-11-16,5646,82.33,464835.18
PO001913,S0037,Infotainment Unit,2025-06-23,2025-08-07,2025-08-10,5683,311.54,1770481.82
PO001914,S0040,Motor Controller,2025-09-18,2025-09-25,2025-09-28,3989,410.1,1635888.9
PO001915,S0047,Sensor,2025-09-01,2025-10-13,2025-10-18,1341,506.56,679296.96
PO001916,S0044,Motor Controller,2025-11-22,2026-01-08,2026-01-09,818,494.78,404730.04
PO001917,S0071,Infotainment Unit,2025-10-04,2025-10-14,2025-10-14,5584,392.86,2193730.24
PO001918,S0039,Wiring Harness,2025-11-26,2026-01-04,2026-01-11,5835,475.14,2772441.9
PO001919,S0083,Brake Assembly,2025-06-08,2025-08-14,2025-08-14,4593,434.49,1995612.57
PO001920,S0029,Infotainment Unit,2025-06-05,2025-07-19,2025-07-28,3171,109.51,347256.21
PO001921,S0029,Infotainment Unit,2025-04-07,2025-05-21,2025-05-29,5248,421.82,2213711.36
PO001922,S0081,Wiring Harness,2025-06-04,2025-08-20,2025-08-28,7133,222.96,1590373.68
PO001923,S0040,Motor Controller,2025-09-19,2025-09-26,2025-10-03,6873,547.62,3763792.26
PO001924,S0018,Battery Cell,2025-12-31,2026-02-22,2026-02-26,8837,469.29,4147115.73
PO001925,S0050,Motor Controller,2025-06-18,2025-08-17,2025-08-25,688,164.76,113354.88
PO001926,S0041,Semiconductor,2025-12-25,2026-01-30,2026-02-04,1000,131.13,131130.0
PO001927,S0067,Sensor,2025-09-03,2025-11-18,2025-11-30,4353,547.27,2382266.31
PO001928,S0036,Steel,2025-06-07,2025-07-10,2025-07-18,842,234.03,197053.26
PO001929,S0010,Tire,2025-07-03,2025-08-21,2025-08-25,2929,384.95,1127518.55
PO001930,S0051,Tire,2025-12-13,2026-01-23,2026-01-25,5308,117.16,621885.28
PO001931,S0096,Tire,2025-03-06,2025-04-05,2025-04-06,4508,233.15,1051040.2
PO001932,S0033,Battery Cell,2025-06-02,2025-08-18,2025-08-22,7985,449.7,3590854.5
PO001933,S0007,Infotainment Unit,2025-10-05,2025-10-12,2025-10-14,8795,413.23,3634357.85
PO001934,S0014,Brake Assembly,2025-01-04,2025-03-06,2025-03-06,6970,99.86,696024.2
PO001935,S0006,Motor Controller,2025-08-26,2025-10-05,2025-10-05,3973,384.22,1526506.06
PO001936,S0037,Infotainment Unit,2025-09-30,2025-11-14,2025-11-14,5393,29.46,158877.78
